N,P,K,temperature,humidity,ph,rainfall,label
83,36,15,25,64,5.51906143,86,maize
74,45,18,20,63,6.48451001,61,maize
95,60,20,24,66,5.577024169,64,maize
74,35,25,20,66,5.857654419,77,maize
66,56,21,26,55,6.5032957,98,maize
62,56,24,27,65,6.774095834,66,maize
84,56,25,20,66,6.024859475,62,maize
78,43,19,20,55,5.795886228,92,maize
69,56,21,25,56,6.15885615,88,maize
90,55,15,25,63,6.24641942,99,maize
80,54,17,22,72,5.564707971,63,maize
82,39,19,27,74,5.984162238,82,maize
95,55,16,26,60,5.555195708,89,maize
64,55,20,24,63,6.7829332,65,maize
63,56,22,24,66,6.449005316,73,maize
94,60,24,20,72,5.715141997,73,maize
67,45,22,27,68,6.881934825,64,maize
74,57,21,20,56,6.065418108,89,maize
65,59,15,20,66,6.941013509,81,maize
72,54,19,26,59,5.632833605,77,maize
71,36,24,27,59,5.567296832,93,maize
60,39,23,27,64,5.677528747,77,maize
99,45,25,27,71,6.503991364,87,maize
89,57,25,24,69,6.188272105,95,maize
97,41,21,26,57,6.541825324,73,maize
90,49,24,21,75,5.883481345,61,maize
96,57,21,23,67,6.574205629,99,maize
81,45,19,23,58,6.099970058,93,maize
93,46,22,21,57,5.91894924,75,maize
68,55,16,20,64,6.31529247,91,maize
96,57,19,27,74,5.859195856,94,maize
77,37,23,24,69,6.814096736,75,maize
96,52,18,27,75,6.179081227,67,maize
92,54,19,23,55,6.079282167,94,maize
90,60,15,22,64,5.827027191,98,maize
82,39,15,22,66,6.644261235,76,maize
91,55,22,24,62,6.031194665,100,maize
74,56,21,26,66,6.817025714,93,maize
60,56,20,26,75,6.59647802,84,maize
67,42,16,20,61,5.999922576,99,maize
100,48,25,23,68,6.50522447,65,maize
76,38,18,24,58,6.274952292,71,maize
84,60,18,21,59,6.187957412,65,maize
81,44,24,27,66,6.070714796,98,maize
72,60,23,26,74,5.652652521,96,maize
91,37,20,25,74,5.821636512,72,maize
72,36,17,27,72,6.116893765,93,maize
97,51,15,24,59,6.855953424,61,maize
90,47,22,20,70,6.914864873,70,maize
82,35,24,26,67,6.687363197,81,maize
91,50,22,21,66,5.812901752,92,maize
62,42,16,21,61,5.650449038,96,maize
91,46,22,22,75,6.430825693,69,maize
99,53,25,25,75,5.962009465,71,maize
65,35,19,24,72,6.481862917,66,maize
88,42,17,26,68,6.019505021,77,maize
64,51,20,23,55,6.3629862,91,maize
91,60,16,26,73,6.794725424,86,maize
98,56,22,21,67,6.899068609,77,maize
87,44,18,27,57,6.521209404,69,maize
93,46,24,22,75,5.856619982,63,maize
98,37,18,25,59,6.580249226,79,maize
73,59,22,24,74,6.206106441,97,maize
99,46,16,27,73,6.077256761,66,maize
61,43,15,24,71,5.751206765,85,maize
80,39,17,25,72,6.721963191,87,maize
77,35,24,24,66,6.600269533,72,maize
74,52,25,22,63,6.16359152,79,maize
77,46,19,27,60,6.733007052,82,maize
83,50,24,20,71,6.147860746,97,maize
84,51,21,27,55,5.861836177,61,maize
63,45,21,25,74,6.233858625,70,maize
67,58,18,27,64,5.990511452,80,maize
92,50,19,24,66,5.708573471,66,maize
99,59,25,21,64,6.411945505,79,maize
65,55,20,25,61,5.991526099,66,maize
64,43,15,24,69,6.430653924,75,maize
82,40,16,23,55,5.633564454,74,maize
95,53,21,22,66,5.971350382,85,maize
76,47,19,20,67,6.051288497,92,maize
100,40,21,20,68,5.653990543,87,maize
74,39,16,23,74,6.39478056,75,maize
89,55,20,25,68,6.069715513,65,maize
90,50,22,26,59,5.787607198,78,maize
78,44,17,24,66,6.835599858,66,maize
68,46,23,22,72,6.60227086,96,maize
82,55,24,23,72,6.401145587,99,maize
96,54,19,24,61,5.823232499,66,maize
76,36,17,21,65,5.886589113,66,maize
85,56,20,24,57,6.707371561,84,maize
74,56,15,25,56,6.149600988,77,maize
85,54,25,23,62,6.16608235,82,maize
69,48,24,23,74,5.9779305,66,maize
70,58,22,25,73,6.503713376,71,maize
90,46,20,22,64,6.230749667,72,maize
95,42,17,27,75,6.843453874,75,maize
90,54,23,22,69,6.649635497,94,maize
74,53,19,21,72,5.929520196,73,maize
76,58,22,27,71,5.793505872,65,maize
78,39,16,22,61,6.796897722,67,maize
60,41,15,24,59,6.948321724,71,maize
89,56,17,21,55,6.019570532,96,maize
75,36,16,20,73,6.15810869,61,maize
83,51,18,25,57,6.762959618,86,maize
77,53,22,25,72,6.800838706,81,maize
80,43,23,22,65,6.310919624,85,maize
87,46,18,20,67,5.983360485,74,maize
90,50,20,24,63,5.951023068,81,maize
61,45,18,26,67,6.60498528,61,maize
100,48,22,26,72,6.363778764,80,maize
63,43,21,26,55,6.73518485,75,maize
65,55,21,21,59,6.44801676,78,maize
80,58,16,25,63,6.757951463,79,maize
66,59,18,25,55,5.517633618,86,maize
87,55,17,22,69,5.621144467,66,maize
67,48,23,21,72,6.922032452,97,maize
86,56,23,23,68,6.186554186,79,maize
61,37,20,25,55,6.856781161,73,maize
82,35,25,20,75,5.858112887,77,maize
71,40,25,27,73,6.963366242,66,maize
93,47,24,27,55,6.801238976,99,maize
100,48,24,24,70,6.986097515,63,maize
91,43,25,20,57,6.21076857,67,maize
86,42,18,25,67,5.590228145,70,maize
74,55,19,23,67,6.148873576,84,maize
96,51,18,24,62,6.854383082,94,maize
89,38,17,20,67,6.336890028,97,maize
81,52,17,20,56,6.493339732,67,maize
61,56,23,25,75,5.865410257,82,maize
65,60,21,22,70,6.983951287,87,maize
85,44,20,26,62,5.657002011,81,maize
81,42,17,27,62,6.092532944,60,maize
92,52,19,22,56,5.791079622,98,maize
71,38,17,27,68,6.765208367,94,maize
66,45,19,20,61,6.666964825,98,maize
90,48,24,27,70,6.940406872,88,maize
81,37,25,21,56,6.887443833,85,maize
95,58,17,24,57,6.96585255,91,maize
95,43,18,24,67,6.502164686,93,maize
78,47,24,26,69,6.595575193,74,maize
61,58,18,24,62,6.538746796,82,maize
80,52,21,27,75,6.276285954,90,maize
84,35,16,23,55,6.641044487,84,maize
66,45,17,20,64,5.652590937,88,maize
72,45,18,26,56,6.401417068,77,maize
68,54,17,25,60,6.913552042,92,maize
78,37,15,24,69,6.332317314,83,maize
74,46,22,23,60,5.766959267,88,maize
78,55,22,23,57,6.168550953,71,maize
99,36,16,20,57,6.632395741,96,maize
95,51,15,20,58,6.276841579,68,maize
96,44,17,26,66,6.029469211,91,maize
73,35,24,21,75,6.482416484,74,maize
60,58,22,24,61,6.593086427,76,maize
92,48,16,27,65,6.57256188,63,maize
95,42,16,24,57,6.892946576,93,maize
69,59,17,22,57,6.208103196,63,maize
87,45,17,24,71,6.069591608,74,maize
100,58,16,24,62,5.777926522,91,maize
92,58,16,27,67,5.806625968,63,maize
79,50,15,25,59,5.771127106,64,maize
77,46,18,27,69,6.732311493,90,maize
63,44,24,25,59,5.874452725,93,maize
78,59,20,26,55,5.559824693,99,maize
79,48,17,21,63,6.441931013,82,maize
78,48,15,20,59,6.583710188,69,maize
99,49,21,24,69,6.757047311,74,maize
79,59,23,21,72,6.881767696,78,maize
73,50,15,23,55,6.606791815,96,maize
68,56,22,25,57,6.029327832,60,maize
90,49,15,26,59,6.192431636,94,maize
94,40,19,24,65,6.931789233,61,maize
79,56,25,23,70,6.109543527,64,maize
88,54,18,22,73,6.039820954,75,maize
66,54,20,26,56,6.748671394,81,maize
83,47,18,24,61,6.866303326,97,maize
78,59,23,21,66,6.237572222,81,maize
95,41,17,24,62,5.904257267,90,maize
73,50,21,20,72,6.791211949,81,maize
60,39,21,25,55,6.156402621,91,maize
60,57,21,25,64,5.941971543,97,maize
94,60,15,23,55,6.637383732,60,maize
79,37,17,27,68,5.599023744,81,maize
76,41,21,24,62,6.911016986,79,maize
83,41,21,26,68,6.843999218,100,maize
60,57,19,20,69,5.852399033,62,maize
88,53,23,20,60,5.600214404,78,maize
77,46,23,22,60,5.956369297,97,maize
69,50,20,24,60,5.654395633,66,maize
80,55,25,21,70,6.988902352,60,maize
74,39,18,24,73,5.752282025,72,maize
61,53,16,23,68,6.319999787,77,maize
66,59,25,23,65,6.555127711,75,maize
89,43,20,22,65,6.931174202,86,maize
74,42,22,21,71,6.359908873,100,maize
78,36,19,27,75,6.408157308,77,maize
75,60,15,26,71,6.160806271,100,maize
78,39,18,23,65,6.794052641,79,maize
91,44,22,23,69,6.141770783,60,maize
100,41,15,20,75,6.325530172,61,maize
81,59,23,23,73,5.888810704,89,maize
93,43,24,20,62,6.536164115,86,maize
75,37,21,27,70,6.438211932,69,maize
66,60,18,27,65,6.342455051,82,maize
71,46,21,26,66,6.948604544,76,maize
85,54,20,22,65,6.917620256,68,maize
90,45,25,23,69,5.599519863,96,maize
78,51,21,24,59,6.75847529,88,maize
64,44,22,20,66,6.462749198,71,maize
66,38,21,23,55,5.646573589,74,maize
77,44,15,21,75,6.423670187,67,maize
80,59,19,21,62,6.307980855,74,maize
75,60,16,27,74,6.76734684,97,maize
93,60,24,24,70,6.037657801,66,maize
67,53,20,27,59,5.619396449,71,maize
60,35,24,27,63,6.521899277,74,maize
77,36,15,21,63,5.673262249,78,maize
78,35,18,21,57,6.90881202,93,maize
78,60,18,22,65,6.472408313,67,maize
92,48,22,25,74,6.802557384,98,maize
86,55,22,25,62,6.19581447,87,maize
73,57,19,20,70,6.499965259,68,maize
90,36,25,24,74,6.810285216,69,maize
91,45,20,24,64,5.700193109,95,maize
71,38,17,21,60,6.464889817,89,maize
82,55,15,25,68,5.506565441,64,maize
86,60,20,22,56,6.816174527,99,maize
68,42,22,25,73,6.729180318,60,maize
68,59,18,21,73,6.728643378,75,maize
72,41,16,22,64,6.253273031,77,maize
97,40,25,27,55,5.61790857,66,maize
61,59,18,23,65,6.699341871,74,maize
70,46,18,20,72,6.608227729,76,maize
71,36,22,26,70,6.694936956,70,maize
71,56,18,23,71,5.644266031,72,maize
91,37,17,26,74,5.593035905,80,maize
79,48,17,21,57,6.48208877,72,maize
75,53,23,24,75,6.908242355,84,maize
80,58,23,22,69,5.599806128,73,maize
73,38,18,22,75,6.805509738,77,maize
90,47,24,22,58,6.62475569,62,maize
98,47,24,25,59,6.895515073,84,maize
60,36,25,20,62,6.867863226,85,maize
99,49,22,24,66,6.542520555,61,maize
69,35,21,20,64,6.528371184,76,maize
89,50,15,24,58,5.731146275,97,maize
86,39,19,22,62,6.015384472,65,maize
80,46,23,26,60,6.592782226,96,maize
74,49,23,26,62,6.972715847,67,maize
81,35,24,20,71,6.794316197,94,maize
80,37,18,25,62,5.723277249,74,maize
89,58,15,26,66,5.675513848,76,maize
77,42,22,20,55,5.626438079,90,maize
97,48,18,20,67,6.386493375,99,maize
81,58,18,20,62,6.888651014,76,maize
83,57,15,24,58,6.524005048,76,maize
95,46,17,22,68,6.367322359,94,maize
95,38,24,25,71,5.757967239,61,maize
91,58,23,20,55,6.065783201,65,maize
89,35,24,26,67,5.648978235,69,maize
82,49,18,20,69,5.654348649,70,maize
95,52,17,24,67,6.257325889,90,maize
66,53,25,27,71,5.5592995,79,maize
76,56,23,22,73,5.567205776,88,maize
94,45,21,22,64,6.544151748,96,maize
96,39,19,22,65,6.189350872,81,maize
65,48,23,24,73,5.748355348,93,maize
70,53,24,27,59,6.60430984,81,maize
89,56,15,24,63,6.934717894,99,maize
89,40,22,26,75,6.706744837,96,maize
98,55,20,25,64,6.861154768,100,maize
96,39,22,21,56,6.554800024,67,maize
88,37,24,25,73,6.251072473,98,maize
65,49,25,25,61,6.422279746,77,maize
91,44,21,21,60,5.608756034,78,maize
84,35,25,24,63,6.983376335,79,maize
95,56,21,25,72,6.408544918,68,maize
68,46,18,21,67,5.555498107,88,maize
85,56,21,24,66,5.673426993,94,maize
85,54,22,24,60,6.097570881,98,maize
73,45,15,26,74,6.184243096,88,maize
60,54,19,21,58,6.652040483,95,maize
68,49,19,24,55,5.898125956,68,maize
64,36,17,22,66,6.672833652,65,maize
86,38,18,21,65,5.720799956,73,maize
83,55,17,23,57,5.516137013,75,maize
74,47,17,23,57,6.360852487,65,maize
89,44,25,23,73,6.327391868,81,maize
69,51,20,21,58,6.135881549,64,maize
98,50,19,21,68,6.407302283,86,maize
70,50,19,26,67,6.383953771,81,maize
73,46,19,20,73,6.058540791,94,maize
85,38,22,24,64,5.564053369,89,maize
71,49,21,22,75,6.402395524,97,maize
81,55,25,20,61,6.941698862,61,maize
63,50,18,24,62,6.641210372,61,maize
95,53,24,22,75,6.075230704,76,maize
77,55,16,22,57,5.789597497,78,maize
85,56,25,27,72,5.593746871,61,maize
99,44,22,24,65,6.881188652,94,maize
73,51,23,26,75,6.678681915,75,maize
87,54,18,26,68,6.783280297,88,maize
88,55,19,20,68,6.46398845,64,maize
64,39,24,23,59,5.632162855,81,maize
99,37,20,20,69,6.850047105,78,maize
91,47,15,23,72,6.2928485,83,maize
76,41,22,22,57,6.31993374,82,maize
100,42,19,25,71,6.138407732,63,maize
85,54,17,22,70,5.905190747,82,maize
84,42,24,27,64,6.143037421,90,maize
92,49,24,25,66,6.314410284,83,maize
62,46,16,20,70,6.413191816,78,maize
79,36,19,26,55,5.510808293,92,maize
61,58,16,24,60,6.064972189,68,maize
85,47,18,21,70,5.6760035,70,maize
82,55,16,23,73,5.880093399,70,maize
100,35,17,26,66,6.862482096,97,maize
84,42,19,20,60,6.183519509,79,maize
96,45,17,23,69,6.473750442,67,maize
67,44,20,25,55,5.770579253,68,maize
85,54,23,23,66,5.538882474,98,maize
94,47,16,21,71,6.963356362,100,maize
64,37,16,21,58,6.716180991,65,maize
79,58,15,27,73,6.655785606,87,maize
97,60,15,23,63,5.799914794,96,maize
72,47,18,22,55,6.678987326,68,maize
94,55,17,20,72,6.255374942,91,maize
66,52,21,21,60,5.646070091,95,maize
71,46,18,23,72,6.460116454,77,maize
76,43,21,20,63,6.55356467,74,maize
97,56,24,22,60,6.549044749,60,maize
94,43,24,25,73,6.604077969,84,maize
92,50,21,20,58,6.460733192,62,maize
87,55,23,22,70,6.679546307,87,maize
96,43,18,22,55,5.644512162,91,maize
85,38,15,20,66,6.113556357,85,maize
66,47,25,22,60,5.847579571,79,maize
22,74,77,20,18,8.471352889,79,chickpea
59,68,82,20,15,6.512595536,79,chickpea
43,61,76,20,19,7.04117352,72,chickpea
47,60,81,20,19,7.639610832,74,chickpea
54,57,82,17,18,7.678011427,92,chickpea
42,69,82,18,14,6.77066847,72,chickpea
51,61,84,18,15,7.773212553,67,chickpea
52,62,78,17,20,7.812037505,84,chickpea
29,59,78,17,18,6.065995468,79,chickpea
24,71,82,18,18,6.515749158,94,chickpea
27,74,84,17,16,7.901724481,87,chickpea
34,63,76,20,18,8.382035343,91,chickpea
56,80,85,20,19,7.906457678,84,chickpea
48,70,82,18,14,7.766778551,76,chickpea
57,73,83,19,19,6.844985772,83,chickpea
50,77,76,19,14,6.047511242,94,chickpea
41,77,77,19,14,8.48835095,76,chickpea
50,68,83,20,14,7.038689203,79,chickpea
49,62,84,17,17,6.060122272,79,chickpea
60,75,78,18,17,7.682399417,72,chickpea
33,55,83,19,17,7.422469552,76,chickpea
58,73,75,20,17,8.255884675,68,chickpea
38,62,83,20,18,7.365129954,72,chickpea
52,72,82,18,16,7.787793761,77,chickpea
25,80,79,19,14,6.868443933,65,chickpea
41,64,84,18,17,6.536587141,92,chickpea
26,76,77,20,18,6.391397226,74,chickpea
35,55,79,20,15,6.26423872,81,chickpea
30,55,85,19,19,6.0267017,77,chickpea
23,76,80,17,19,8.183635316,93,chickpea
28,55,84,20,16,6.815517955,76,chickpea
48,55,75,20,20,6.062028001,89,chickpea
21,76,77,17,17,8.357115808,83,chickpea
57,67,81,20,16,6.947704457,86,chickpea
30,62,76,18,18,6.395825561,72,chickpea
30,71,81,18,20,6.323356646,86,chickpea
24,75,78,19,17,6.930140512,76,chickpea
25,69,83,18,19,7.14447284,85,chickpea
44,55,77,18,20,8.413583203,65,chickpea
21,65,83,19,15,7.596191162,74,chickpea
22,57,81,17,17,6.489044087,70,chickpea
52,60,79,19,14,6.442190979,77,chickpea
38,69,76,17,16,6.581779034,73,chickpea
23,69,79,20,19,6.520692587,74,chickpea
53,74,77,19,19,8.224477619,91,chickpea
57,75,85,18,19,7.832523704,72,chickpea
29,70,81,18,14,7.679291713,89,chickpea
44,78,79,19,14,6.394025029,88,chickpea
39,57,76,19,17,8.437846473,87,chickpea
33,62,80,20,15,7.103366804,74,chickpea
34,69,78,18,17,6.903659491,89,chickpea
22,72,80,20,20,8.121334636,69,chickpea
34,65,75,20,16,8.045816411,70,chickpea
47,58,76,19,17,6.850116299,86,chickpea
49,56,80,19,20,7.687799389,83,chickpea
24,77,85,20,14,6.449637268,77,chickpea
39,78,83,18,14,8.021128468,85,chickpea
38,62,83,19,20,6.490005949,77,chickpea
46,62,82,18,14,7.392749229,72,chickpea
31,67,85,17,20,6.282428337,80,chickpea
51,58,75,18,15,7.93926891,90,chickpea
27,57,76,18,18,7.77359689,78,chickpea
54,62,85,18,17,7.213430116,89,chickpea
52,62,85,19,18,8.328783304,69,chickpea
21,80,79,20,19,6.647954885,77,chickpea
34,58,82,17,14,8.172085226,92,chickpea
38,80,81,20,17,7.576847212,92,chickpea
30,65,82,20,14,6.70842371,74,chickpea
23,74,83,20,18,7.12621649,82,chickpea
32,59,84,18,16,7.295398295,95,chickpea
35,63,79,19,18,7.403392761,71,chickpea
47,70,83,18,15,6.911823048,80,chickpea
28,78,78,19,17,6.282554954,89,chickpea
37,56,85,20,17,7.0503047,76,chickpea
44,62,85,20,20,8.192721056,85,chickpea
28,63,79,18,14,7.714266896,88,chickpea
44,69,81,17,18,6.243024827,79,chickpea
49,71,80,20,16,8.033599707,83,chickpea
32,56,78,20,19,7.205875663,89,chickpea
30,62,81,20,14,6.876177112,88,chickpea
57,72,80,19,20,8.174312733,69,chickpea
30,76,78,17,16,6.442517986,72,chickpea
37,58,79,20,18,6.516616248,94,chickpea
47,59,77,18,17,6.9849469,80,chickpea
53,76,82,20,16,7.399508409,84,chickpea
52,76,84,18,14,8.144893688,81,chickpea
29,77,82,18,15,7.972818997,93,chickpea
23,73,83,19,18,7.287329372,67,chickpea
48,55,81,18,14,6.167697065,82,chickpea
56,76,84,20,17,8.008340421,83,chickpea
21,66,78,19,16,7.841286391,81,chickpea
32,63,77,17,16,8.002372223,84,chickpea
58,57,77,17,18,6.046009635,67,chickpea
52,55,84,20,18,7.560643625,82,chickpea
21,62,79,20,19,7.760629213,78,chickpea
54,56,80,20,16,7.858372126,69,chickpea
34,63,77,17,16,7.617664677,66,chickpea
20,64,78,18,18,6.179198035,87,chickpea
51,62,80,17,20,6.076467672,67,chickpea
47,70,80,18,18,7.68138158,82,chickpea
34,63,79,20,16,6.66911705,68,chickpea
38,64,80,17,15,8.104146964,77,chickpea
27,61,85,18,17,6.705237597,92,chickpea
55,56,79,17,14,8.308489611,71,chickpea
54,59,83,20,20,7.35417427,82,chickpea
53,60,82,19,20,8.302200317,68,chickpea
60,73,75,20,17,8.331993249,90,chickpea
41,55,80,18,19,6.880396277,66,chickpea
30,80,83,17,14,6.854459102,90,chickpea
37,67,79,18,15,7.901094179,93,chickpea
58,68,81,17,16,7.640135776,92,chickpea
36,77,82,17,15,6.693427789,95,chickpea
21,69,77,20,14,8.086527667,89,chickpea
27,62,77,18,14,6.275504004,66,chickpea
47,63,79,17,17,7.774604398,67,chickpea
59,72,76,20,16,7.820072031,76,chickpea
47,56,85,18,15,6.762565635,83,chickpea
30,69,81,17,18,6.504800934,82,chickpea
41,78,80,17,20,6.313474038,66,chickpea
34,56,78,20,15,6.019846053,78,chickpea
57,80,76,18,20,6.475650556,69,chickpea
21,71,75,18,14,8.059141014,93,chickpea
56,68,79,19,20,8.217070416,75,chickpea
27,60,82,20,14,6.840450211,90,chickpea
25,67,78,18,18,8.383657055,80,chickpea
21,64,79,18,18,6.883208817,75,chickpea
29,55,75,19,19,8.045673323,84,chickpea
54,69,80,17,14,7.809675072,73,chickpea
20,73,81,19,20,6.878183887,65,chickpea
48,75,76,17,20,6.084649823,82,chickpea
42,61,79,19,19,8.37573737,75,chickpea
56,80,79,19,14,7.180786029,73,chickpea
37,73,78,20,20,6.603650762,80,chickpea
50,71,82,18,17,6.317526944,79,chickpea
52,70,82,20,14,6.75981996,75,chickpea
50,77,76,18,20,6.903703101,95,chickpea
30,77,78,17,16,6.047524065,79,chickpea
44,78,79,18,19,6.255538422,75,chickpea
28,79,82,18,19,8.414033273,67,chickpea
40,67,77,18,17,6.553404923,66,chickpea
53,59,77,17,16,7.652407063,66,chickpea
44,62,75,17,15,7.243691309,94,chickpea
53,69,80,20,19,8.413102659,94,chickpea
46,55,80,19,20,6.846499658,69,chickpea
60,65,78,19,14,7.576333025,88,chickpea
55,59,84,18,14,7.842483581,85,chickpea
48,71,80,18,20,8.239939271,69,chickpea
30,61,79,18,16,6.037872114,71,chickpea
43,77,83,18,14,6.978252505,67,chickpea
49,59,79,20,16,8.171361552,95,chickpea
47,73,80,19,15,6.75519683,72,chickpea
49,68,80,20,15,7.643114342,75,chickpea
28,58,77,19,18,6.548384583,88,chickpea
43,79,76,19,18,6.074650094,65,chickpea
38,73,85,19,17,8.483247215,90,chickpea
57,74,77,18,14,6.697941867,69,chickpea
50,61,82,17,20,8.134157148,92,chickpea
58,65,78,18,19,8.167633816,90,chickpea
53,69,82,20,14,6.017601996,73,chickpea
58,60,78,20,15,6.165576838,89,chickpea
47,68,81,18,15,8.130643009,92,chickpea
33,65,75,17,14,8.257149272,66,chickpea
55,60,75,19,16,7.362169525,82,chickpea
42,73,82,18,15,8.348515371,83,chickpea
59,66,85,18,17,6.641094353,79,chickpea
54,77,82,20,19,7.756644851,69,chickpea
27,56,75,20,14,7.541716526,69,chickpea
56,61,76,18,18,6.549305076,71,chickpea
22,80,84,19,14,7.509468289,92,chickpea
27,75,77,17,14,7.853521102,83,chickpea
52,78,77,20,18,7.276107943,70,chickpea
38,76,75,18,14,6.43273923,82,chickpea
52,72,78,20,17,7.921946622,73,chickpea
30,65,83,20,15,6.751138619,71,chickpea
60,74,77,19,15,6.108634811,92,chickpea
37,59,81,17,19,6.157852036,76,chickpea
27,68,82,20,14,7.89854533,70,chickpea
43,68,76,20,16,8.351366957,72,chickpea
37,73,85,20,19,8.073379134,70,chickpea
50,69,78,18,19,7.744354572,91,chickpea
55,58,85,20,16,8.223105234,82,chickpea
39,80,85,18,15,6.929700831,94,chickpea
25,75,83,17,17,6.273431893,83,chickpea
51,72,85,20,19,6.959098668,67,chickpea
24,66,79,18,16,6.891412946,93,chickpea
22,59,84,17,14,7.573462372,73,chickpea
38,67,82,19,18,7.948877787,88,chickpea
37,67,82,18,14,7.744322221,80,chickpea
48,75,76,17,15,6.054610824,86,chickpea
23,77,80,19,19,8.096569706,81,chickpea
60,75,84,19,16,7.86845182,71,chickpea
20,67,80,18,18,8.104273418,92,chickpea
37,76,85,18,14,6.62601915,78,chickpea
35,76,85,19,19,7.444467935,72,chickpea
59,61,77,17,14,8.078260388,74,chickpea
33,73,85,18,19,7.817529281,78,chickpea
26,55,82,17,16,6.966551868,79,chickpea
55,58,76,17,14,8.069638551,76,chickpea
36,73,81,19,16,8.118634433,91,chickpea
51,63,83,17,16,7.396164655,78,chickpea
26,62,77,19,14,7.355258211,85,chickpea
